S.no,Brands,Count,Percentage,Quarter,Year,State
3662,Motorola,41,0.012864763,2,2020,lakshadweep
3663,Others,183,0.057420772,2,2020,lakshadweep
3664,Vivo,784,0.215148189,3,2020,lakshadweep
3665,Xiaomi,736,0.201975851,3,2020,lakshadweep
3666,Oppo,567,0.155598244,3,2020,lakshadweep
3667,Samsung,550,0.150933041,3,2020,lakshadweep
3668,Huawei,302,0.08287596,3,2020,lakshadweep
3669,Realme,222,0.060922064,3,2020,lakshadweep
3670,Apple,91,0.024972558,3,2020,lakshadweep
3671,OnePlus,87,0.023874863,3,2020,lakshadweep
3672,Lenovo,50,0.013721186,3,2020,lakshadweep
3673,Motorola,44,0.012074643,3,2020,lakshadweep
3674,Others,211,0.057903403,3,2020,lakshadweep
3675,Vivo,934,0.223498445,4,2020,lakshadweep
3676,Xiaomi,838,0.200526442,4,2020,lakshadweep
3677,Oppo,639,0.152907394,4,2020,lakshadweep
3678,Samsung,635,0.151950227,4,2020,lakshadweep
3679,Huawei,346,0.082794927,4,2020,lakshadweep
3680,Realme,272,0.065087341,4,2020,lakshadweep
3681,Apple,101,0.024168461,4,2020,lakshadweep
3682,OnePlus,97,0.023211295,4,2020,lakshadweep
3683,Lenovo,52,0.012443168,4,2020,lakshadweep
3684,Motorola,47,0.01124671,4,2020,lakshadweep
3685,Others,218,0.05216559,4,2020,lakshadweep
3686,Vivo,1032,0.225475202,1,2021,lakshadweep
3687,Xiaomi,921,0.201223509,1,2021,lakshadweep
3688,Oppo,720,0.157308281,1,2021,lakshadweep
3689,Samsung,693,0.15140922,1,2021,lakshadweep
3690,Huawei,371,0.081057461,1,2021,lakshadweep
3691,Realme,302,0.065982084,1,2021,lakshadweep
3692,Apple,106,0.023159275,1,2021,lakshadweep
3693,OnePlus,103,0.022503823,1,2021,lakshadweep
3694,Lenovo,54,0.011798121,1,2021,lakshadweep
3695,Motorola,46,0.010050251,1,2021,lakshadweep
3696,Others,229,0.050032773,1,2021,lakshadweep
3697,Vivo,1118,0.228349673,2,2021,lakshadweep
3698,Xiaomi,970,0.198120915,2,2021,lakshadweep
3699,Oppo,771,0.15747549,2,2021,lakshadweep
3700,Samsung,717,0.146446078,2,2021,lakshadweep
3701,Huawei,379,0.077410131,2,2021,lakshadweep
3702,Realme,350,0.071486928,2,2021,lakshadweep
3703,Apple,121,0.024714052,2,2021,lakshadweep
3704,OnePlus,118,0.024101307,2,2021,lakshadweep
3705,Lenovo,60,0.012254902,2,2021,lakshadweep
3706,Motorola,42,0.008578431,2,2021,lakshadweep
3707,Others,250,0.051062092,2,2021,lakshadweep
3708,Vivo,1234,0.233402686,3,2021,lakshadweep
3709,Xiaomi,1046,0.197843768,3,2021,lakshadweep
3710,Oppo,816,0.154340836,3,2021,lakshadweep
3711,Samsung,774,0.146396822,3,2021,lakshadweep
3712,Realme,413,0.078116134,3,2021,lakshadweep
3713,Huawei,398,0.075278986,3,2021,lakshadweep
3714,Apple,134,0.025345186,3,2021,lakshadweep
3715,OnePlus,132,0.0249669,3,2021,lakshadweep
3716,Lenovo,55,0.010402875,3,2021,lakshadweep
3717,Motorola,46,0.008700586,3,2021,lakshadweep
3718,Others,239,0.04520522,3,2021,lakshadweep
3719,Vivo,1354,0.240156084,4,2021,lakshadweep
3720,Xiaomi,1146,0.203263569,4,2021,lakshadweep
3721,Oppo,899,0.159453707,4,2021,lakshadweep
3722,Samsung,776,0.13763746,4,2021,lakshadweep
3723,Realme,448,0.079460802,4,2021,lakshadweep
3724,Huawei,396,0.070237673,4,2021,lakshadweep
3725,Apple,151,0.026782547,4,2021,lakshadweep
3726,OnePlus,143,0.025363604,4,2021,lakshadweep
3727,Motorola,46,0.008158922,4,2021,lakshadweep
3728,Lenovo,45,0.007981554,4,2021,lakshadweep
3729,Others,234,0.041504079,4,2021,lakshadweep
3730,Vivo,1441,0.240567613,1,2022,lakshadweep
3731,Xiaomi,1203,0.200834725,1,2022,lakshadweep
3732,Oppo,956,0.159599332,1,2022,lakshadweep
3733,Samsung,804,0.134223706,1,2022,lakshadweep
3734,Realme,507,0.084641068,1,2022,lakshadweep
3735,Huawei,397,0.066277129,1,2022,lakshadweep
3736,Apple,176,0.029382304,1,2022,lakshadweep
3737,OnePlus,160,0.026711185,1,2022,lakshadweep
3738,Lenovo,50,0.008347245,1,2022,lakshadweep
3739,Motorola,49,0.008180301,1,2022,lakshadweep
3740,Others,247,0.041235392,1,2022,lakshadweep
3741,Xiaomi,652241,0.255419891,1,2018,madhya-pradesh
3742,Samsung,490595,0.192118744,1,2018,madhya-pradesh
3743,Vivo,380809,0.149126156,1,2018,madhya-pradesh
3744,Oppo,256901,0.100603344,1,2018,madhya-pradesh
3745,Realme,146657,0.057431402,1,2018,madhya-pradesh
3746,Motorola,66919,0.026205718,1,2018,madhya-pradesh
3747,Micromax,59025,0.0231144,1,2018,madhya-pradesh
3748,Apple,57650,0.022575945,1,2018,madhya-pradesh
3749,OnePlus,55940,0.021906303,1,2018,madhya-pradesh
3750,Lenovo,51523,0.02017659,1,2018,madhya-pradesh
3751,Others,335343,0.131321509,1,2018,madhya-pradesh
3752,Xiaomi,890108,0.258627372,2,2018,madhya-pradesh
3753,Samsung,654270,0.190102921,2,2018,madhya-pradesh
3754,Vivo,531042,0.154298127,2,2018,madhya-pradesh
3755,Oppo,352090,0.102302318,2,2018,madhya-pradesh
3756,Realme,192521,0.055938381,2,2018,madhya-pradesh
3757,Motorola,85306,0.024786281,2,2018,madhya-pradesh
3758,Micromax,82296,0.023911703,2,2018,madhya-pradesh
3759,Apple,72862,0.021170586,2,2018,madhya-pradesh
3760,OnePlus,68143,0.019799446,2,2018,madhya-pradesh
3761,Lenovo,65308,0.018975716,2,2018,madhya-pradesh
3762,Others,447716,0.13008715,2,2018,madhya-pradesh
3763,Xiaomi,1132909,0.262898066,3,2018,madhya-pradesh
3764,Samsung,816822,0.189548255,3,2018,madhya-pradesh
3765,Vivo,697677,0.161899971,3,2018,madhya-pradesh
3766,Oppo,452478,0.105000129,3,2018,madhya-pradesh
3767,Realme,239549,0.055588727,3,2018,madhya-pradesh
3768,Motorola,99876,0.023176802,3,2018,madhya-pradesh
3769,Micromax,90871,0.021087139,3,2018,madhya-pradesh
3770,Apple,84853,0.019690628,3,2018,madhya-pradesh
3771,OnePlus,79210,0.018381137,3,2018,madhya-pradesh
3772,Lenovo,71683,0.016634453,3,2018,madhya-pradesh
3773,Others,543381,0.126094694,3,2018,madhya-pradesh
3774,Xiaomi,1416415,0.263988503,4,2018,madhya-pradesh
3775,Samsung,1015220,0.189214607,4,2018,madhya-pradesh
3776,Vivo,905510,0.168767084,4,2018,madhya-pradesh
3777,Oppo,579831,0.108067704,4,2018,madhya-pradesh
3778,Realme,294612,0.054909176,4,2018,madhya-pradesh
3779,Motorola,117954,0.021984023,4,2018,madhya-pradesh
3780,Micromax,103324,0.019257314,4,2018,madhya-pradesh
3781,Apple,100071,0.018651026,4,2018,madhya-pradesh
3782,OnePlus,90958,0.016952564,4,2018,madhya-pradesh
3783,Lenovo,84373,0.015725266,4,2018,madhya-pradesh
3784,Others,657174,0.122482733,4,2018,madhya-pradesh
3785,Xiaomi,1692888,0.263919807,1,2019,madhya-pradesh
3786,Samsung,1214286,0.18930616,1,2019,madhya-pradesh
3787,Vivo,1118407,0.174358705,1,2019,madhya-pradesh
3788,Oppo,713079,0.111168413,1,2019,madhya-pradesh
3789,Realme,347539,0.054181036,1,2019,madhya-pradesh
3790,Motorola,132833,0.020708552,1,2019,madhya-pradesh
3791,Micromax,115580,0.018018824,1,2019,madhya-pradesh
3792,Apple,114562,0.017860119,1,2019,madhya-pradesh
3793,OnePlus,102145,0.015924319,1,2019,madhya-pradesh
3794,Lenovo,94449,0.014724519,1,2019,madhya-pradesh
3795,Others,768635,0.119829546,1,2019,madhya-pradesh
3796,Xiaomi,1936039,0.26516825,2,2019,madhya-pradesh
3797,Samsung,1385430,0.189754467,2,2019,madhya-pradesh
3798,Vivo,1303162,0.178486687,2,2019,madhya-pradesh
3799,Oppo,827579,0.113348788,2,2019,madhya-pradesh
3800,Realme,396497,0.054305939,2,2019,madhya-pradesh
3801,Motorola,145364,0.01990968,2,2019,madhya-pradesh
3802,Apple,127711,0.017491849,2,2019,madhya-pradesh
3803,Micromax,120323,0.016479957,2,2019,madhya-pradesh
3804,OnePlus,111156,0.015224405,2,2019,madhya-pradesh
3805,Lenovo,103102,0.014121294,2,2019,madhya-pradesh
3806,Others,844809,0.115708683,2,2019,madhya-pradesh
3807,Xiaomi,2182732,0.266815994,3,2019,madhya-pradesh
3808,Samsung,1532795,0.187368042,3,2019,madhya-pradesh
3809,Vivo,1494051,0.182631997,3,2019,madhya-pradesh
3810,Oppo,939484,0.114842023,3,2019,madhya-pradesh
3811,Realme,456103,0.055753787,3,2019,madhya-pradesh
3812,Motorola,154465,0.018881719,3,2019,madhya-pradesh
3813,Apple,139917,0.017103379,3,2019,madhya-pradesh
3814,Micromax,129516,0.015831967,3,2019,madhya-pradesh
3815,OnePlus,120190,0.014691961,3,2019,madhya-pradesh
3816,Huawei,113980,0.013932854,3,2019,madhya-pradesh
3817,Others,917431,0.112146276,3,2019,madhya-pradesh
3818,Xiaomi,2450683,0.267388823,4,2019,madhya-pradesh
3819,Vivo,1711918,0.186783741,4,2019,madhya-pradesh
3820,Samsung,1704518,0.185976343,4,2019,madhya-pradesh
3821,Oppo,1069906,0.116735174,4,2019,madhya-pradesh
3822,Realme,529253,0.057745672,4,2019,madhya-pradesh
3823,Motorola,165303,0.01803586,4,2019,madhya-pradesh
3824,Apple,150743,0.016447249,4,2019,madhya-pradesh
3825,Micromax,136341,0.014875877,4,2019,madhya-pradesh
3826,OnePlus,127622,0.013924566,4,2019,madhya-pradesh
3827,Huawei,125734,0.01371857,4,2019,madhya-pradesh
3828,Others,993220,0.108368127,4,2019,madhya-pradesh
3829,Xiaomi,2697286,0.265706573,1,2020,madhya-pradesh
3830,Vivo,1956817,0.192763815,1,2020,madhya-pradesh
3831,Samsung,1873824,0.184588269,1,2020,madhya-pradesh
3832,Oppo,1206327,0.118833899,1,2020,madhya-pradesh
3833,Realme,607456,0.059839799,1,2020,madhya-pradesh
3834,Motorola,174003,0.017140837,1,2020,madhya-pradesh
3835,Apple,160868,0.015846924,1,2020,madhya-pradesh
3836,Huawei,136299,0.013426659,1,2020,madhya-pradesh
3837,Micromax,135703,0.013367948,1,2020,madhya-pradesh
3838,OnePlus,133926,0.013192898,1,2020,madhya-pradesh
3839,Others,1068862,0.105292379,1,2020,madhya-pradesh
3840,Xiaomi,3003291,0.264038976,2,2020,madhya-pradesh
3841,Vivo,2247524,0.197594551,2,2020,madhya-pradesh
3842,Samsung,2084294,0.183243932,2,2020,madhya-pradesh
3843,Oppo,1376782,0.12104192,2,2020,madhya-pradesh
3844,Realme,693404,0.060961686,2,2020,madhya-pradesh
3845,Motorola,185349,0.016295244,2,2020,madhya-pradesh
3846,Apple,170312,0.014973243,2,2020,madhya-pradesh
3847,Micromax,147344,0.012953976,2,2020,madhya-pradesh
3848,Huawei,147224,0.012943426,2,2020,madhya-pradesh
3849,OnePlus,139482,0.012262776,2,2020,madhya-pradesh
3850,Others,1179417,0.103690271,2,2020,madhya-pradesh
3851,Xiaomi,3292397,0.262045392,3,2020,madhya-pradesh
3852,Vivo,2556833,0.203501068,3,2020,madhya-pradesh
3853,Samsung,2278237,0.181327315,3,2020,madhya-pradesh
3854,Oppo,1539499,0.122530369,3,2020,madhya-pradesh
3855,Realme,799089,0.063600347,3,2020,madhya-pradesh
3856,Motorola,196221,0.015617439,3,2020,madhya-pradesh
3857,Apple,181092,0.014413306,3,2020,madhya-pradesh
3858,Huawei,157340,0.012522859,3,2020,madhya-pradesh
3859,Micromax,157127,0.012505906,3,2020,madhya-pradesh
3860,OnePlus,146328,0.011646402,3,2020,madhya-pradesh
3861,Others,1260061,0.1002896,3,2020,madhya-pradesh
3862,Xiaomi,3563397,0.259383516,4,2020,madhya-pradesh
3863,Vivo,2853943,0.207741593,4,2020,madhya-pradesh
3864,Samsung,2466332,0.17952697,4,2020,madhya-pradesh
3865,Oppo,1703093,0.123969979,4,2020,madhya-pradesh
3866,Realme,905866,0.065938965,4,2020,madhya-pradesh
3867,Motorola,206156,0.015006318,4,2020,madhya-pradesh
3868,Apple,195195,0.014208455,4,2020,madhya-pradesh
3869,Huawei,166594,0.012126557,4,2020,madhya-pradesh
3870,Micromax,164239,0.011955134,4,2020,madhya-pradesh
3871,Tecno,157894,0.011493275,4,2020,madhya-pradesh
3872,Others,1355238,0.098649238,4,2020,madhya-pradesh
3873,Xiaomi,3826173,0.257838325,1,2021,madhya-pradesh
3874,Vivo,3171754,0.213738307,1,2021,madhya-pradesh
3875,Samsung,2620433,0.176585861,1,2021,madhya-pradesh
3876,Oppo,1846729,0.12444746,1,2021,madhya-pradesh
3877,Realme,1015817,0.068453923,1,2021,madhya-pradesh
3878,Motorola,211488,0.014251763,1,2021,madhya-pradesh
3879,Apple,210736,0.014201087,1,2021,madhya-pradesh
3880,Tecno,184784,0.012452233,1,2021,madhya-pradesh
3881,Huawei,173653,0.011702136,1,2021,madhya-pradesh
3882,Micromax,165359,0.01114322,1,2021,madhya-pradesh
3883,Others,1412501,0.095185683,1,2021,madhya-pradesh
3884,Xiaomi,4052668,0.254230257,2,2021,madhya-pradesh
3885,Vivo,3483187,0.218505815,2,2021,madhya-pradesh
3886,Samsung,2757784,0.173000141,2,2021,madhya-pradesh
3887,Oppo,2001363,0.125548658,2,2021,madhya-pradesh
3888,Realme,1196164,0.075037255,2,2021,madhya-pradesh
3889,Tecno,240188,0.015067372,2,2021,madhya-pradesh
3890,Apple,228017,0.014303866,2,2021,madhya-pradesh
3891,Motorola,210526,0.013206628,2,2021,madhya-pradesh
3892,OnePlus,182565,0.01145259,2,2021,madhya-pradesh
3893,Huawei,171485,0.010757525,2,2021,madhya-pradesh
3894,Others,1416988,0.088889893,2,2021,madhya-pradesh
3895,Xiaomi,4290362,0.249291337,3,2021,madhya-pradesh
3896,Vivo,3891058,0.226089792,3,2021,madhya-pradesh
3897,Samsung,2829150,0.164387664,3,2021,madhya-pradesh
3898,Oppo,2215661,0.128740907,3,2021,madhya-pradesh
3899,Realme,1404072,0.081583556,3,2021,madhya-pradesh
3900,Tecno,298534,0.017346308,3,2021,madhya-pradesh
3901,Apple,249062,0.014471739,3,2021,madhya-pradesh
3902,OnePlus,224466,0.013042589,3,2021,madhya-pradesh
3903,Motorola,208788,0.01213162,3,2021,madhya-pradesh
3904,Huawei,180559,0.010491375,3,2021,madhya-pradesh
3905,Others,1418521,0.082423114,3,2021,madhya-pradesh
3906,Xiaomi,4500562,0.243850387,4,2021,madhya-pradesh
3907,Vivo,4248158,0.230174581,4,2021,madhya-pradesh
3908,Samsung,2921496,0.158293104,4,2021,madhya-pradesh
3909,Oppo,2400977,0.130090236,4,2021,madhya-pradesh
3910,Realme,1682298,0.09115062,4,2021,madhya-pradesh
3911,Tecno,350126,0.0189706,4,2021,madhya-pradesh
3912,Apple,293413,0.015897764,4,2021,madhya-pradesh
3913,OnePlus,264637,0.014338617,4,2021,madhya-pradesh
3914,Motorola,211860,0.011479043,4,2021,madhya-pradesh
3915,Huawei,174122,0.009434314,4,2021,madhya-pradesh
3916,Others,1408594,0.076320733,4,2021,madhya-pradesh
3917,Xiaomi,4678482,0.23801623,1,2022,madhya-pradesh
3918,Vivo,4575284,0.232766065,1,2022,madhya-pradesh
3919,Samsung,3009068,0.153085343,1,2022,madhya-pradesh
3920,Oppo,2595568,0.132048667,1,2022,madhya-pradesh
3921,Realme,1935366,0.098461107,1,2022,madhya-pradesh
3922,Tecno,424783,0.021610695,1,2022,madhya-pradesh
3923,Apple,325559,0.016562707,1,2022,madhya-pradesh
3924,OnePlus,303765,0.015453944,1,2022,madhya-pradesh
3925,Motorola,211431,0.010756482,1,2022,madhya-pradesh
3926,Huawei,173297,0.008816428,1,2022,madhya-pradesh
3927,Others,1423544,0.072422332,1,2022,madhya-pradesh
3928,Xiaomi,1606618,0.263078366,1,2018,maharashtra
3929,Samsung,1354403,0.221778996,1,2018,maharashtra
3930,Vivo,722501,0.118307141,1,2018,maharashtra
3931,Oppo,611419,0.100117832,1,2018,maharashtra
3932,Motorola,250397,0.041001678,1,2018,maharashtra
3933,OnePlus,250269,0.040980718,1,2018,maharashtra
3934,Apple,240145,0.039322947,1,2018,maharashtra
3935,Realme,238202,0.039004787,1,2018,maharashtra
3936,Lenovo,157770,0.025834314,1,2018,maharashtra
3937,Huawei,77241,0.012647957,1,2018,maharashtra
3938,Others,598029,0.097925264,1,2018,maharashtra
3939,Xiaomi,2177364,0.264809749,2,2018,maharashtra
3940,Samsung,1813491,0.220555725,2,2018,maharashtra
3941,Vivo,1030036,0.125272382,2,2018,maharashtra
3942,Oppo,852747,0.103710596,2,2018,maharashtra
3943,Motorola,326189,0.039670917,2,2018,maharashtra
3944,Realme,312225,0.037972624,2,2018,maharashtra
3945,OnePlus,312199,0.037969462,2,2018,maharashtra
3946,Apple,308656,0.037538564,2,2018,maharashtra
3947,Lenovo,200468,0.024380802,2,2018,maharashtra
3948,Huawei,103831,0.012627866,2,2018,maharashtra
3949,Others,785165,0.095491313,2,2018,maharashtra
3950,Xiaomi,2766078,0.265076114,3,2018,maharashtra
3951,Samsung,2300594,0.220468301,3,2018,maharashtra
3952,Vivo,1399253,0.134091862,3,2018,maharashtra
3953,Oppo,1125654,0.107872587,3,2018,maharashtra
3954,Realme,390608,0.037432368,3,2018,maharashtra
3955,Motorola,388369,0.037217803,3,2018,maharashtra
3956,Apple,375379,0.035972958,3,2018,maharashtra
3957,OnePlus,373333,0.035776887,3,2018,maharashtra
3958,Lenovo,228516,0.021898925,3,2018,maharashtra
3959,Huawei,134410,0.012880649,3,2018,maharashtra
3960,Others,952839,0.091311546,3,2018,maharashtra
3961,Xiaomi,3540182,0.264555918,4,2018,maharashtra
3962,Samsung,2956289,0.220921905,4,2018,maharashtra
3963,Vivo,1906545,0.142475094,4,2018,maharashtra
3964,Oppo,1510894,0.112908305,4,2018,maharashtra
3965,Realme,492198,0.036781695,4,2018,maharashtra
3966,Apple,470804,0.035182933,4,2018,maharashtra
3967,Motorola,466650,0.034872506,4,2018,maharashtra
3968,OnePlus,454556,0.033968728,4,2018,maharashtra
3969,Lenovo,269382,0.020130774,4,2018,maharashtra
3970,Huawei,175714,0.013131014,4,2018,maharashtra
3971,Others,1138388,0.08507113,4,2018,maharashtra
3972,Xiaomi,4274491,0.262489107,1,2019,maharashtra
3973,Samsung,3611915,0.22180146,1,2019,maharashtra
3974,Vivo,2418126,0.14849294,1,2019,maharashtra
3975,Oppo,1907902,0.117160965,1,2019,maharashtra
3976,Realme,585138,0.035932314,1,2019,maharashtra
3977,Apple,558788,0.034314206,1,2019,maharashtra
3978,Motorola,534307,0.03281087,1,2019,maharashtra
3979,OnePlus,525104,0.032245729,1,2019,maharashtra
3980,Lenovo,306357,0.018812854,1,2019,maharashtra
3981,Huawei,217773,0.013373064,1,2019,maharashtra
3982,Others,1344550,0.082566492,1,2019,maharashtra
3983,Xiaomi,4892831,0.260576105,2,2019,maharashtra
3984,Samsung,4177428,0.222476091,2,2019,maharashtra
3985,Vivo,2871247,0.152913182,2,2019,maharashtra
3986,Oppo,2256129,0.120154018,2,2019,maharashtra
3987,Realme,671555,0.035764813,2,2019,maharashtra
3988,Apple,637834,0.033968943,2,2019,maharashtra
3989,Motorola,590477,0.031446865,2,2019,maharashtra
3990,OnePlus,584246,0.031115023,2,2019,maharashtra
3991,Lenovo,336952,0.017944957,2,2019,maharashtra
3992,Huawei,250636,0.01334805,2,2019,maharashtra
3993,Others,1507640,0.080291953,2,2019,maharashtra
3994,Xiaomi,5512362,0.258637501,3,2019,maharashtra
3995,Samsung,4737873,0.222298831,3,2019,maharashtra
3996,Vivo,3365190,0.157893174,3,2019,maharashtra
3997,Oppo,2622932,0.123066768,3,2019,maharashtra
3998,Realme,776018,0.036410409,3,2019,maharashtra
3999,Apple,710463,0.033334599,3,2019,maharashtra
4000,OnePlus,640069,0.030031744,3,2019,maharashtra
4001,Motorola,634763,0.029782789,3,2019,maharashtra
4002,Lenovo,350502,0.016445393,3,2019,maharashtra
4003,Huawei,283713,0.013311684,3,2019,maharashtra
4004,Others,1679196,0.078787107,3,2019,maharashtra
4005,Xiaomi,6103857,0.257055408,4,2019,maharashtra
4006,Samsung,5262077,0.221605019,4,2019,maharashtra
4007,Vivo,3869506,0.162958838,4,2019,maharashtra
4008,Oppo,2994940,0.126127713,4,2019,maharashtra
4009,Realme,901700,0.037973835,4,2019,maharashtra
4010,Apple,765131,0.032222423,4,2019,maharashtra
4011,OnePlus,681386,0.028695619,4,2019,maharashtra
4012,Motorola,672128,0.028305731,4,2019,maharashtra
4013,Lenovo,367641,0.015482687,4,2019,maharashtra
4014,Huawei,311865,0.013133759,4,2019,maharashtra
4015,Others,1815066,0.076438968,4,2019,maharashtra
4016,Xiaomi,6677147,0.255160787,1,2020,maharashtra
4017,Samsung,5772343,0.220584568,1,2020,maharashtra
4018,Vivo,4396537,0.168009457,1,2020,maharashtra
4019,Oppo,3377366,0.129062812,1,2020,maharashtra
4020,Realme,1031169,0.039405137,1,2020,maharashtra
4021,Apple,815679,0.031170393,1,2020,maharashtra
4022,OnePlus,715746,0.027351549,1,2020,maharashtra
4023,Motorola,704678,0.026928596,1,2020,maharashtra
4024,Lenovo,387278,0.014799458,1,2020,maharashtra
4025,Huawei,338054,0.01291841,1,2020,maharashtra
4026,Others,1952393,0.074608831,1,2020,maharashtra
4027,Xiaomi,7291300,0.253477427,2,2020,maharashtra
4028,Samsung,6335245,0.220240781,2,2020,maharashtra
4029,Vivo,4942835,0.171834529,2,2020,maharashtra
4030,Oppo,3797269,0.132009652,2,2020,maharashtra
4031,Realme,1160245,0.040335183,2,2020,maharashtra
4032,Apple,858658,0.029850702,2,2020,maharashtra
4033,OnePlus,742365,0.025807849,2,2020,maharashtra
4034,Motorola,742088,0.025798219,2,2020,maharashtra
4035,Lenovo,406197,0.014121181,2,2020,maharashtra
4036,Huawei,362725,0.012609905,2,2020,maharashtra
4037,Others,2126159,0.073914571,2,2020,maharashtra
4038,Xiaomi,7895486,0.251372442,3,2020,maharashtra
4039,Samsung,6914730,0.220147635,3,2020,maharashtra
4040,Vivo,5536849,0.176279365,3,2020,maharashtra
4041,Oppo,4210793,0.134061073,3,2020,maharashtra
4042,Realme,1316605,0.041917396,3,2020,maharashtra
4043,Apple,911356,0.029015286,3,2020,maharashtra
4044,OnePlus,778193,0.02477571,3,2020,maharashtra
4045,Motorola,776080,0.024708438,3,2020,maharashtra
4046,Lenovo,423666,0.013488461,3,2020,maharashtra
4047,Huawei,386542,0.012306526,3,2020,maharashtra
4048,Others,2259213,0.071927667,3,2020,maharashtra
4049,Xiaomi,8584570,0.249314959,4,2020,maharashtra
4050,Samsung,7578573,0.220098575,4,2020,maharashtra
4051,Vivo,6188503,0.179727858,4,2020,maharashtra
4052,Oppo,4665421,0.135494177,4,2020,maharashtra
4053,Realme,1504255,0.043686903,4,2020,maharashtra
4054,Apple,983306,0.028557388,4,2020,maharashtra
4055,OnePlus,822805,0.023896083,4,2020,maharashtra
4056,Motorola,813317,0.02362053,4,2020,maharashtra
4057,Lenovo,444638,0.012913274,4,2020,maharashtra
4058,Huawei,413761,0.012016537,4,2020,maharashtra
4059,Others,2433482,0.070673716,4,2020,maharashtra
4060,Xiaomi,9195320,0.24800245,1,2021,maharashtra
4061,Samsung,8088910,0.21816201,1,2021,maharashtra
4062,Vivo,6831786,0.184256737,1,2021,maharashtra
4063,Oppo,5069410,0.136724562,1,2021,maharashtra
4064,Realme,1696339,0.045751124,1,2021,maharashtra
4065,Apple,1054581,0.028442585,1,2021,maharashtra
4066,OnePlus,870022,0.023464935,1,2021,maharashtra
4067,Motorola,832101,0.022442186,1,2021,maharashtra
4068,Lenovo,447713,0.012075047,1,2021,maharashtra
4069,Huawei,431846,0.011647106,1,2021,maharashtra
4070,Others,2559509,0.069031257,1,2021,maharashtra
4071,Xiaomi,9764252,0.246169837,2,2021,maharashtra
4072,Samsung,8511194,0.214578571,2,2021,maharashtra
4073,Vivo,7509629,0.189327779,2,2021,maharashtra
4074,Oppo,5487836,0.138355677,2,2021,maharashtra
4075,Realme,2003392,0.050508189,2,2021,maharashtra
4076,Apple,1131848,0.0285354,2,2021,maharashtra
4077,OnePlus,949407,0.023935819,2,2021,maharashtra
4078,Motorola,820661,0.02068996,2,2021,maharashtra
4079,Lenovo,430496,0.010853379,2,2021,maharashtra
4080,Huawei,429331,0.010824008,2,2021,maharashtra
4081,Others,2626651,0.066221381,2,2021,maharashtra
4082,Xiaomi,10369008,0.243511312,3,2021,maharashtra
4083,Samsung,8810154,0.206902353,3,2021,maharashtra
4084,Vivo,8354641,0.196204843,3,2021,maharashtra
4085,Oppo,6005730,0.141041765,3,2021,maharashtra
4086,Realme,2373088,0.055730864,3,2021,maharashtra
4087,Apple,1219480,0.028638918,3,2021,maharashtra
4088,OnePlus,1108387,0.026029951,3,2021,maharashtra
4089,Motorola,801994,0.018834455,3,2021,maharashtra
4090,Huawei,436025,0.010239844,3,2021,maharashtra
4091,Tecno,422485,0.009921863,3,2021,maharashtra
4092,Others,2680225,0.062943833,3,2021,maharashtra
4093,Xiaomi,10876133,0.239127831,4,2021,maharashtra
4094,Vivo,9147706,0.201125813,4,2021,maharashtra
4095,Samsung,9133368,0.200810571,4,2021,maharashtra
4096,Oppo,6511923,0.143174235,4,2021,maharashtra
4097,Realme,2837580,0.062388383,4,2021,maharashtra
4098,Apple,1382079,0.030387046,4,2021,maharashtra
4099,OnePlus,1264294,0.027797369,4,2021,maharashtra
4100,Motorola,794353,0.017465023,4,2021,maharashtra
4101,Tecno,485180,0.010667398,4,2021,maharashtra
4102,Huawei,420624,0.009248039,4,2021,maharashtra
4103,Others,2629266,0.057808292,4,2021,maharashtra
4104,Xiaomi,11340940,0.235154413,1,2022,maharashtra
4105,Vivo,9873983,0.204737056,1,2022,maharashtra
4106,Samsung,9447206,0.195887834,1,2022,maharashtra
4107,Oppo,7009300,0.145337849,1,2022,maharashtra
4108,Realme,3235912,0.067096641,1,2022,maharashtra
4109,Apple,1510802,0.031326482,1,2022,maharashtra
4110,OnePlus,1396866,0.028964019,1,2022,maharashtra
4111,Motorola,788109,0.016341442,1,2022,maharashtra
4112,Tecno,572060,0.011861665,1,2022,maharashtra
4113,Huawei,416025,0.008626279,1,2022,maharashtra
4114,Others,2636427,0.054666319,1,2022,maharashtra
4115,Xiaomi,12453,0.416140351,1,2018,manipur
4116,Samsung,5612,0.187535505,1,2018,manipur
4117,Vivo,2289,0.076491228,1,2018,manipur
4118,Oppo,2039,0.068137009,1,2018,manipur
4119,Realme,980,0.032748538,1,2018,manipur
4120,Apple,918,0.030676692,1,2018,manipur
4121,OnePlus,554,0.018512949,1,2018,manipur
4122,Lyf,545,0.018212197,1,2018,manipur
4123,Lenovo,478,0.015973266,1,2018,manipur
4124,Motorola,430,0.014369256,1,2018,manipur
4125,Others,3627,0.121203008,1,2018,manipur
4126,Xiaomi,19879,0.431636087,2,2018,manipur
4127,Samsung,8477,0.184062534,2,2018,manipur
4128,Vivo,3889,0.084442514,2,2018,manipur
4129,Oppo,3211,0.069720986,2,2018,manipur
4130,Realme,1474,0.032005211,2,2018,manipur
4131,Apple,1280,0.027792856,2,2018,manipur
4132,OnePlus,779,0.016914559,2,2018,manipur
4133,Lyf,726,0.015763761,2,2018,manipur
4134,Lenovo,671,0.014569536,2,2018,manipur
4135,Motorola,611,0.013266746,2,2018,manipur
4136,Others,5058,0.109825209,2,2018,manipur
